timestamp,duration,session_id,source_ip,source_port,destination_ip,destination_port,protocol,num_auth_attempts
2025-09-11 18:22:19.763860,0,2ca0ee34-aeb1-4bb1-bea6-17c793527323,205.210.31.11,60902,172.31.47.132,993,imaps,0
2025-09-11 18:27:34.585317,0,b7b3e194-3e7c-4d21-af22-598a4c0a9d47,208.115.211.60,25091,172.31.47.132,3389,rdp,0
2025-09-11 18:28:29.388743,15,ac288aae-4cae-46ea-9813-1f6437f62690,59.103.113.205,42191,172.31.47.132,21,ftp,1
2025-09-11 18:42:19.921375,0,034d8f64-d5e8-42ec-b481-29baedc8f307,69.164.211.99,61000,172.31.47.132,143,imap,0
2025-09-11 18:43:01.775106,1,d08da0b2-aafd-48c2-a214-49cd88d5ffbd,118.34.167.252,54920,172.31.47.132,23,telnet,3
2025-09-11 18:43:03.993744,1,ddabf547-ac9b-4079-9d14-f70a9c36a880,118.34.167.252,54940,172.31.47.132,23,telnet,3
2025-09-11 18:43:05.998195,1,0f3897c9-c45a-4e0d-986e-ef8a025f1357,118.34.167.252,54961,172.31.47.132,23,telnet,3
2025-09-11 18:43:07.989727,1,ec0a380d-cc8b-4546-941d-c09135fa6a42,118.34.167.252,54989,172.31.47.132,23,telnet,3
2025-09-11 18:43:09.961638,1,69980af7-f43c-40d8-84be-e4f1fbe0f935,118.34.167.252,55022,172.31.47.132,23,telnet,3
2025-09-11 18:43:12.008782,1,a7cca961-5ffe-46ed-a516-56625bc19e35,118.34.167.252,55048,172.31.47.132,23,telnet,3
2025-09-11 18:43:14.069755,1,69bd97f8-92ff-40d3-b8e7-4935889a6380,118.34.167.252,55075,172.31.47.132,23,telnet,3
2025-09-11 18:43:16.142268,1,097b075b-3a36-4b1f-96cd-9f833a710e09,118.34.167.252,55096,172.31.47.132,23,telnet,3
2025-09-11 18:43:18.307141,1,6b31360c-090c-4965-987a-b27bcd39a259,118.34.167.252,55109,172.31.47.132,23,telnet,3
2025-09-11 18:43:20.293409,1,0d205a35-5bee-4b4d-9587-f2e3014686ba,118.34.167.252,55124,172.31.47.132,23,telnet,3
2025-09-11 18:44:46.557101,0,0918a9c9-146c-4d1e-937a-1e01a063c968,45.56.100.108,61000,172.31.47.132,110,pop3,0
2025-09-11 18:46:52.232753,1,7110c8b7-75dd-4f6a-a31e-9f061fc5cca3,14.63.10.87,33692,172.31.47.132,23,telnet,3
2025-09-11 18:46:54.462008,2,cc7ea1f3-8066-4ba1-9193-b4343de2cc78,14.63.10.87,33717,172.31.47.132,23,telnet,3
2025-09-11 18:46:56.748356,2,850f24cc-dbea-4559-9df2-7bfc73b70b3d,14.63.10.87,33730,172.31.47.132,23,telnet,3
2025-09-11 18:46:59.125118,2,fcf45de8-391e-4acd-9af6-e53456975859,14.63.10.87,33753,172.31.47.132,23,telnet,3
2025-09-11 18:47:01.467374,2,9071880d-73cc-41eb-8caa-7208c0faedcd,14.63.10.87,33767,172.31.47.132,23,telnet,3
2025-09-11 18:47:03.809711,1,740ade1f-5df7-4108-98f7-c26c0104b6b1,14.63.10.87,33799,172.31.47.132,23,telnet,3
2025-09-11 18:47:06.135613,2,f3074ac2-254c-4fd8-9b34-673e95e1fc41,14.63.10.87,33825,172.31.47.132,23,telnet,3
2025-09-11 18:47:08.459506,1,77107f74-349f-480d-8bdd-b19b5f08617f,14.63.10.87,33852,172.31.47.132,23,telnet,3
2025-09-11 18:47:10.727875,2,2a5d0eb0-7483-4b65-8e44-886feb673072,14.63.10.87,33875,172.31.47.132,23,telnet,3
2025-09-11 18:47:13.163442,2,2782dbb5-700b-4e2a-b887-bb133fedafd3,14.63.10.87,33907,172.31.47.132,23,telnet,3
2025-09-11 18:52:29.526502,0,aedc16da-0424-43b8-b21f-51725ea3ad08,208.115.211.60,25069,172.31.47.132,3389,rdp,0
2025-09-11 19:05:17.098426,30,17ca9a7c-ab7c-4c57-a9b6-83da3b0c928e,125.106.228.162,59461,172.31.47.132,23,telnet,1
2025-09-11 19:16:48.969908,0,a2c20731-316d-4f42-a654-373b168db30d,208.115.211.60,25044,172.31.47.132,3389,rdp,0
2025-09-11 19:16:55.181206,2,c4a8f127-6536-48ea-a5fb-04174da7dd85,221.158.175.219,34618,172.31.47.132,23,telnet,3
2025-09-11 19:16:57.584554,2,de26f9ac-a421-44f7-8989-f61a994d5e26,221.158.175.219,34657,172.31.47.132,23,telnet,3
2025-09-11 19:16:59.882762,2,202d0bf3-33f7-4d83-9b5f-5ca0e5bbce3d,221.158.175.219,34683,172.31.47.132,23,telnet,3
2025-09-11 19:17:02.383936,2,57a6a8ff-22d1-4ccb-89a1-ad8979b88438,221.158.175.219,34728,172.31.47.132,23,telnet,3
2025-09-11 19:17:04.779157,2,5b3b8c72-f123-4f79-ba6f-d960373383b3,221.158.175.219,34786,172.31.47.132,23,telnet,3
2025-09-11 19:17:07.340834,2,2462e6e5-15fc-4e02-9e08-ec5b930472e7,221.158.175.219,34810,172.31.47.132,23,telnet,3
2025-09-11 19:17:09.890182,2,82edfc12-cf75-4ea0-94f1-8e7e21b40e1d,221.158.175.219,34831,172.31.47.132,23,telnet,3
2025-09-11 19:17:12.302802,2,46a77175-1891-4b56-9856-efa280653129,221.158.175.219,34869,172.31.47.132,23,telnet,3
2025-09-11 19:17:15.377792,1,833a7d5b-d309-4490-a78f-5af4e81e6221,221.158.175.219,34913,172.31.47.132,23,telnet,3
2025-09-11 19:17:17.627779,2,8840e4e0-8903-4a28-8cfd-a89b42f62d2b,221.158.175.219,34938,172.31.47.132,23,telnet,3
2025-09-11 19:30:00.734847,1,39f8962a-1fd0-4c98-b5a9-b57d5b97cd21,87.121.84.85,55376,172.31.47.132,23,telnet,3
2025-09-11 19:41:09.846647,0,02a1a2aa-efea-41af-b044-cebd4455309b,208.115.211.60,25181,172.31.47.132,3389,rdp,0
2025-09-11 19:41:13.057682,16,c40fbc44-88c4-4b9d-8c37-7ee5deba1daa,206.168.34.205,59398,172.31.47.132,995,pop3s,0
2025-09-11 19:46:17.536646,4,5c2cf9f6-58c3-41c1-ac47-3670f9fd1f5e,185.247.137.201,53779,172.31.47.132,465,smtps,0
2025-09-11 19:47:14.817955,2,059bbe1f-af4e-40e3-b1f0-275b1890df37,121.178.94.180,48459,172.31.47.132,23,telnet,3
2025-09-11 19:47:17.554947,2,bf0db960-e0c7-4e80-ba90-0e81bc9ec1b4,121.178.94.180,48484,172.31.47.132,23,telnet,3
2025-09-11 19:47:19.988719,2,b324683b-5c0c-42cd-8a5c-3af18d0d2bf8,121.178.94.180,48534,172.31.47.132,23,telnet,3
2025-09-11 19:47:22.690136,2,731d88d8-7f7c-4bff-aa7a-8ec094cc5555,121.178.94.180,48565,172.31.47.132,23,telnet,3
2025-09-11 19:47:25.013353,2,d0b899c0-8e44-49ca-95b0-0333cf18d110,121.178.94.180,48587,172.31.47.132,23,telnet,3
2025-09-11 19:47:27.661169,2,95fb7269-832f-4a65-8693-1448c622f817,121.178.94.180,48604,172.31.47.132,23,telnet,3
2025-09-11 19:47:29.976753,2,dc4463d6-fbcc-493c-ac40-98ac09b98735,121.178.94.180,48621,172.31.47.132,23,telnet,3
2025-09-11 19:47:32.846810,2,8b8d9452-0854-4c86-94bd-7daa987dc226,121.178.94.180,48659,172.31.47.132,23,telnet,3
2025-09-11 19:47:35.519787,2,a5384e42-34ca-467f-9aa0-aec280b639d5,121.178.94.180,48682,172.31.47.132,23,telnet,3
2025-09-11 19:47:37.966316,2,b37286e2-f6da-4d94-8076-2a6402a06ab1,121.178.94.180,48719,172.31.47.132,23,telnet,3
2025-09-11 19:52:50.100323,3,21fbff06-1cec-4ddb-8229-3d909e4e7eb9,65.49.1.62,17741,172.31.47.132,110,pop3,0
2025-09-11 19:53:04.191027,3,91c17fba-579a-41ce-8e95-948d8166df2c,65.49.1.52,45376,172.31.47.132,110,pop3,0
2025-09-11 19:53:17.035279,0,f6dee639-9a7b-42be-8657-6c37731488ab,65.49.1.52,57746,172.31.47.132,110,pop3,0
2025-09-11 19:55:18.180989,4,03bd212a-29d2-4e59-8309-a3439f0042f7,1.2.167.59,40663,172.31.47.132,23,telnet,3
2025-09-11 20:05:27.527879,0,1267e67d-1a20-4ab6-a54c-936422bad7dc,208.115.211.60,25138,172.31.47.132,3389,rdp,0
